id,Country,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-17,2021-07-18,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31,2021-08-01,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-07,2021-08-08,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-14,2021-08-15,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-21,2021-08-22,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-28,2021-08-29,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-04,2021-09-05,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-11,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-18,2021-09-19,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-25,2021-09-26,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-02,2021-10-03,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-10,2021-10-11
203,"Trinidad and Tobago",7150,7158,7162,7168,7178,7186,7196,7210,7219,7244,7265,7273,7286,7305,7320,7343,7370,7393,7399,7415,7430,7450,7456,7462,7473,7490,7496,7509,7520,7533,7542,7564,7566,7578,7586,7607,7607,7612,7616,7616,7617,7631,7632,7637,7642,7642,7646,7656,7663,7666,7666,7676,7680,7682,7686,7690,7697,7704,7705,7713,7716,7717,7723,7727,7729,7732,7736,7736,7736,7743,7753,7759,7769,7783,7788,7790,7807,7812,7821,7839,7855,7861,7865,7903,7924,7939,7954,7977,7986,8004,8026,8072,8116,8136,8178,8192,8214,8235,8276,8323,8382,8404,8441,8511,8596,8678,8678,8806,8940,8964,9135,9216,9383,9383,9487,9676,9796,9947,10170,10498,10824,11072,11313,11471,11706,12105,12396,12720,13122,13355,13454,13802,14417,14814,15379,15899,16255,16549,17150,17669,18227,18935,19444,20017,20267,20879,21461,21987,22620,23001,23638,23909,24314,24726,25272,25801,26192,26410,26799,27079,27533,27806,28106,28422,28723,28982,29309,29606,29956,30183,30513,30619,30767,30982,31207,31429,31775,32069,32198,32343,32528,32793,33029,33153,33313,33428,33555,33805,33920,34241,34402,34577,34765,34822,35046,35236,35428,35679,35914,36017,36198,36354,36626,36884,37065,37365,37554,37663,37771,38014,38247,38557,38811,38930,39039,39162,39345,39577,39577,40104,40233,40361,40574,40889,41207,41528,41676,41866,41955,42233,42427,42582,42839,42962,43033,43145,43344,43538,43750,43999,44296,44481,44606,44847,44957,45061,45300,45487,45714,45824,46013,46283,46553,46735,46995,47130,47208,47363,47653,47925,48143,48400,48523,48523,48826,49111,49442,49688,49822,49949,50055,50229,50459,50709,50903,51084,51243,51387,51605,51813,52079,52263,52480,52728
204,"Tunisia",139140,140557,141979,143544,144796,147061,149881,152254,154903,157514,159276,162350,164936,168568,170895,175065,177231,180090,181885,184483,188373,190884,193273,195314,197373,198636,200662,202323,204351,206030,207468,208885,210045,211412,212679,213949,215112,216176,217086,217753,218564,219650,220478,221455,222504,223244,223549,224329,225116,226015,226740,227643,228362,228937,229781,230443,231298,231964,232615,233277,233669,234231,235008,235643,236356,237028,237704,238017,238613,239368,239977,240617,241257,241834,242124,242673,243439,243935,244776,245405,245706,245923,246507,247254,248037,248782,249703,250565,251169,252171,254018,255308,256931,258335,260044,261177,263043,264994,266827,268837,270297,271861,272940,274604,276727,279376,281777,283976,285490,287061,289230,291833,294138,296343,298572,300342,301627,303584,305313,307215,309119,310734,311743,312747,314152,315600,317010,318236,319512,320813,321837,322998,324103,324823,325280,325832,326572,327473,328528,329925,331674,332833,334099,335345,336414,337529,338853,340250,341952,343374,344688,345474,346986,348911,350487,352303,353782,355732,356750,358183,360285,362658,364819,367047,368908,370224,372221,374312,376691,378982,381175,382950,385428,387773,391411,395362,398829,403493,407017,408931,414182,420103,426879,432761,438945,443631,447161,455091,464914,473229,481735,491021,497613,501923,510396,518609,526487,533274,540798,546233,548753,554911,555997,558306,558306,563930,569289,573394,575002,578962,582638,586146,589565,595532,596775,596775,602757,602757,605205,608114,610660,613628,613628,616764,618124,620212,622262,623940,625688,626750,632328,632328,635455,638072,640897,642788,644072,647483,651035,654798,658322,660587,662752,664034,666168,668051,670027,672236,674047,675191,675771,678363,680074,681664,683700,685019,685799,695406,696279,697421,698427,699224,699928,700400,700807,702503,703059,703059,704914,704914,705474,705474,706314,707190,707548,707983,707983,708203,708788,709001,709222,709456,709456,709834
205,"Turkey",2208652,2220855,2232035,2241912,2255607,2270101,2283931,2296102,2307581,2317118,2326256,2336476,2346285,2355839,2364801,2373115,2380665,2387101,2392963,2399781,2406216,2412505,2418472,2424328,2429605,2435247,2442350,2449839,2457118,2464030,2470901,2477463,2485182,2492977,2501079,2508988,2516889,2524786,2531456,2539559,2548195,2556837,2564427,2572190,2579896,2586183,2594128,2602034,2609359,2616600,2624019,2631876,2638422,2646526,2655633,2665194,2674766,2683971,2693164,2701588,2711479,2723316,2734836,2746158,2757460,2769230,2780417,2793632,2807387,2821943,2835989,2850930,2866012,2879390,2894893,2911642,2930554,2950603,2971633,2992694,3013122,3035338,3061520,3091282,3120013,3149094,3179115,3208173,3240577,3277880,3317182,3357988,3400296,3445052,3487050,3529601,3579185,3633925,3689866,3745657,3798333,3849011,3903573,3962760,4025557,4086957,4150039,4212645,4268447,4323596,4384624,4446591,4501382,4550820,4591416,4629969,4667281,4710582,4751026,4788700,4820591,4849408,4875388,4900121,4929118,4955594,4977982,4998089,5016141,5031332,5044936,5059433,5072462,5083996,5095390,5106862,5117374,5127548,5139485,5151038,5160423,5169951,5178648,5186487,5194010,5203385,5212123,5220549,5228322,5235978,5242911,5249404,5256516,5263697,5270299,5276468,5282594,5287980,5293627,5300236,5306690,5313098,5319359,5325435,5330447,5336073,5342028,5348249,5354153,5359728,5365208,5370299,5375593,5381736,5387545,5393248,5398878,5404144,5409027,5414310,5420156,5425652,5430940,5435831,5440368,5444786,5449464,5454763,5459923,5465094,5470764,5476294,5481555,5486959,5493244,5500151,5507455,5514373,5522039,5522039,5537386,5546166,5554317,5563903,5574997,5587378,5601608,5618417,5638178,5660469,5682630,5704713,5727045,5747935,5770833,5795665,5822487,5846784,5870741,5895841,5895841,5942241,5968838,5996194,6018455,6039827,6059776,6078623,6096786,6118478,6138422,6157742,6177660,6197011,6215633,6234490,6253681,6273651,6293267,6311607,6329519,6346851,6366408,6388301,6412247,6435743,6458600,6478633,6498024,6518986,6542624,6566538,6590384,6613946,6636869,6658221,6682834,6710636,6738860,6766978,6794670,6820831,6847229,6874917,6904255,6932423,6960267,6987464,7013609,7039470,7066658,7095550,7124936,7154040,7182913,7210886,7238237,7267047,7296849,7327317,7357306,7387507,7416152,7444522
206,"Uganda",35216,35511,35712,35922,36050,36407,36702,37074,37296,37554,37742,37808,37948,38085,38085,38085,38085,38085,38085,38534,38628,38806,38935,39044,39149,39188,39261,39314,39424,39490,39533,39579,39606,39651,39685,39735,39789,39821,39848,39860,39883,39911,39942,39979,40019,40019,40055,40063,40102,40154,40168,40199,40213,40221,40243,40261,40300,40322,40335,40357,40367,40395,40408,40426,40452,40452,40464,40479,40490,40520,40535,40544,40544,40581,40591,40593,40607,40625,40651,40651,40671,40687,40719,40719,40734,40751,40767,40794,40820,40839,40867,40889,40924,40962,40962,41016,41023,41046,41062,41086,41113,41140,41174,41204,41237,41263,41310,41340,41378,41396,41422,41475,41529,41575,41575,41655,41715,41737,41766,41797,41866,41905,41905,41973,42032,42102,42152,42224,42308,42355,42384,42427,42487,42578,42674,42674,42779,42859,42930,43094,43223,43370,43507,43734,43919,44074,44281,44594,45231,45931,46623,47147,47761,48676,49759,51006,51676,52935,53961,54669,55511,56949,58515,60250,61977,63099,64521,65631,67215,68779,70176,71543,72679,73401,74260,75537,76562,77505,78394,79089,79434,79977,81034,82082,82852,83636,84116,84554,84979,85581,86140,86755,87277,87756,88194,88674,89080,89514,89974,90391,90656,90910,91162,91355,91710,92115,92490,92724,92795,93122,93282,93675,93927,94195,94425,94537,94739,94904,95226,95474,95723,95875,95955,96067,96224,96497,96678,96987,97124,97186,97294,97453,97453,97453,97453,118777,118900,119037,119141,119327,119544,119732,119825,119915,120075,120208,120377,120466,120581,120662,120714,120847,120990,121166,121296,121510,121587,121617,121687,121784,121984,122083,122212,122277,122405,122502,122591,122903,123066,123181,123245,123340,123445,123572,123742,123857,123976,124039,124098,124190,124254,124437,124544,124646
207,"Ukraine",1086997,1096855,1102256,1107137,1111631,1117256,1124482,1133802,1139800,1144943,1150265,1154850,1160243,1166958,1175343,1183963,1192114,1198512,1201894,1206125,1210854,1216780,1222459,1227723,1231965,1234772,1237810,1241863,1247674,1253127,1258093,1261546,1263833,1266464,1270001,1275334,1280501,1285059,1288669,1291025,1293892,1297537,1302811,1307806,1313209,1316520,1319060,1322406,1326891,1333332,1340054,1346527,1351190,1354545,1358871,1364861,1373139,1381273,1389570,1395528,1399934,1405394,1412748,1422927,1433200,1442457,1449741,1455421,1458785,1465265,1474452,1487497,1500873,1509983,1516865,1526595,1538516,1553659,1569596,1584972,1596201,1604183,1615747,1630013,1646775,1665001,1682527,1694568,1703036,1713684,1725029,1742710,1762713,1783169,1797027,1807327,1820725,1836260,1855806,1875605,1893192,1905430,1913415,1925224,1939901,1956454,1974056,1989160,1999567,2006197,2015257,2027544,2043901,2058301,2071142,2079200,2084384,2092421,2102130,2113880,2124070,2132742,2137959,2140838,2143427,2146121,2152280,2160809,2169650,2175151,2178095,2180429,2185088,2192022,2199708,2206627,2210375,2212635,2216856,2222115,2227400,2232510,2237240,2239897,2241354,2244084,2247605,2251242,2254674,2257904,2259743,2260899,2263167,2265502,2268209,2270602,2272633,2273708,2274375,2276111,2277632,2279556,2281303,2282727,2283746,2284337,2285534,2286767,2288155,2289333,2290412,2291135,2291722,2292295,2293421,2294669,2295873,2296982,2297801,2298478,2299059,2300101,2301221,2302344,2303485,2304311,2305013,2306006,2307068,2308142,2309264,2310246,2311025,2311690,2312662,2313705,2314828,2316081,2317198,2318035,2318752,2319886,2321081,2322340,2323638,2324935,2325776,2326550,2327777,2329044,2330440,2331950,2333409,2334433,2335237,2336603,2338123,2339731,2341399,2343046,2344260,2345166,2346560,2348295,2350163,2352042,2354008,2355317,2356345,2357844,2359893,2362052,2364242,2366560,2368150,2369339,2370604,2371895,2374012,2376571,2379159,2381553,2382769,2384564,2387052,2389923,2393002,2395616,2397758,2398900,2401462,2404585,2408595,2412543,2416739,2419254,2420776,2424416,2429354,2435404,2442344,2448908,2453240,2455873,2461415,2468567,2476848,2486343,2495068,2500198,2503710,2510781,2520986,2533301,2545904,2558300,2566875,2572327,2582818,2596134,2611928,2628975,2645597,2657699
208,"United Arab Emirates",207822,209678,211641,213231,214732,216699,218766,221754,224704,227702,230578,232982,236225,239587,242969,246376,249808,253261,256732,260223,263729,267258,270810,274376,277955,281546,285147,289086,293052,297014,300661,303609,306339,309649,313626,316875,320126,323402,326495,329293,332603,336142,339667,342974,345605,348772,351895,355131,358583,361877,365017,368175,370425,372530,375535,378637,381662,385160,388594,391524,394050,396771,399463,402205,405277,408236,410849,413332,415705,417909,419996,422246,424405,426397,428295,430313,432364,434465,436625,438638,440355,442226,444398,446594,448637,450765,453069,455197,457071,459360,461444,463759,465939,468023,470136,472148,474136,476019,478131,480006,481937,483747,485675,487697,489495,491423,493266,495224,497154,498957,500860,502791,504872,506845,508925,510738,512497,514591,516301,518262,520236,521948,523795,525567,527266,529220,530944,532710,534445,536017,537524,539138,540646,542158,543610,544931,546182,547411,548681,550029,551430,552920,554516,556107,557619,559291,561048,563215,565451,567263,569073,570836,572804,574958,576947,579009,581197,583071,585039,587244,589423,589423,593894,596017,597986,599823,601950,603961,606128,608070,610179,612029,613993,616160,618148,620309,622532,624814,626936,628976,631160,632907,634582,636245,637877,639476,641049,642601,644114,645653,647182,648702,650220,651762,653284,654813,656354,657884,659449,660978,662486,664027,665533,667080,668601,670108,671636,673185,674724,676251,677801,679321,680858,682377,683914,685462,686981,688489,690009,691554,692964,694285,695619,696906,698166,699381,700587,701776,702885,704000,705089,706166,707236,708302,709378,710438,711428,712411,713402,714396,715394,716381,717374,718370,719355,720330,721308,722292,723263,724240,725192,726025,726797,727541,728266,728886,729518,730135,730743,731307,731828,732299,732690,733003,733325,733643,733972,734275,734596,734894,735180,735457,735727,735992,736268,736524,736708,736897,737073,737229,737373,737509,737655,737766
209,"United Kingdom",2496235,2549693,2607546,2662703,2721626,2782713,2845269,2898056,2966248,3026346,3081372,3127647,3173295,3220957,3269761,3325646,3367074,3405744,3443354,3476808,3515800,3553777,3594098,3627750,3657861,3680105,3700272,3725641,3754452,3783597,3806997,3828187,3846855,3863761,3882976,3903710,3922914,3941277,3957181,3971319,3983760,3996837,4010380,4025578,4038933,4049924,4059700,4070336,4083096,4095191,4107290,4117743,4127578,4138237,4146760,4156707,4166727,4175315,4182772,4188827,4194289,4200700,4207120,4213764,4219788,4225906,4231166,4235989,4241858,4247879,4254714,4261398,4267015,4271710,4276840,4282203,4287996,4294328,4299200,4304839,4310195,4315602,4321019,4326645,4332922,4339157,4343066,4347013,4351796,4355867,4359982,4364547,4367969,4371393,4373798,4376629,4379033,4381830,4384954,4380167,4382880,4384610,4388296,4390801,4393330,4396096,4398903,4401176,4403060,4406114,4408644,4411068,4413834,4416588,4418710,4420443,4422562,4425259,4427390,4429849,4432246,4434157,4435831,4437505,4439489,4441644,4444262,4446752,4448808,4450578,4452956,4455446,4457742,4460405,4462603,4464663,4466589,4468582,4466220,4468366,4471065,4473773,4476297,4478390,4480760,4483177,4486168,4489552,4493582,4496823,4499937,4503231,4506333,4510597,4515778,4521922,4527577,4532802,4538399,4544372,4551694,4558933,4566893,4574445,4581779,4589400,4596994,4605805,4616628,4626915,4636991,4646068,4656536,4668043,4683986,4700691,4716065,4734011,4748644,4771367,4791628,4817298,4844944,4871807,4896272,4920168,4947274,4975903,5007964,5040060,5075945,5107780,5139162,5173972,5210472,5252655,5301296,5353245,5407428,5455276,5495947,5542635,5586716,5626745,5662838,5694462,5723399,5748331,5771732,5797445,5828316,5857639,5883421,5907594,5929881,5951736,5980887,6010896,6042529,6070873,6098117,6123173,6146642,6176023,6208908,6241447,6270673,6297157,6325515,6352224,6385982,6422515,6459643,6491529,6523563,6555419,6586181,6621799,6659916,6697770,6729912,6762904,6789189,6821356,6856933,6894915,6937270,6973995,7010540,7051516,7089051,7127630,7165200,7202212,7231111,7259752,7290168,7316931,7346832,7373451,7406017,7435493,7464791,7500734,7531922,7565751,7601598,7637314,7667290,7700358,7737941,7772788,7808054,7843887,7878571,7908091,7937810,7972312,8005502,8044424,8084322,8119442,8158935,8192589
210,"Uruguay",19119,19753,20275,20823,21426,22104,23048,23807,24339,24974,26186,26901,27846,28475,29989,30946,31669,32378,32863,33446,34294,34992,36170,36967,37633,38041,38680,39328,39887,40529,41181,41738,42128,42667,43215,43804,44303,44812,45311,45650,46153,46778,47254,47828,48459,48909,49360,49725,50208,50752,51377,52163,52815,53310,53973,54874,55695,56542,57362,57994,58589,59171,60074,60945,61929,63010,63837,64700,65527,66484,67717,69074,70133,71691,72862,73770,75138,76816,78401,79923,81537,84230,86007,87812,89458,92343,95278,97406,99584,102461,105549,108188,111568,113904,117757,119958,123063,126987,130657,137946,141380,144642,147173,149430,152089,156499,159569,162400,164744,167033,169327,172601,175891,179537,182326,184865,187349,190096,193027,195734,198428,200908,202492,204120,206946,209867,213449,216146,218800,220683,222870,225847,228102,231901,235206,238079,240512,242906,246026,249365,253941,258540,262009,265098,267888,271859,276435,280372,282198,288172,291488,294503,298006,301524,304411,308490,312703,316535,318783,322978,326405,330027,333484,336470,338513,340818,343615,346515,348662,351378,353377,354865,356382,358461,360247,361994,363580,364859,365866,366915,368178,369350,370600,371417,372178,372709,373286,374019,374665,375298,375902,376281,376579,376876,377297,377704,378041,378480,378733,378875,379072,379376,379613,379911,380151,380311,380431,380584,380793,380976,381187,381364,381517,381569,381715,381853,381994,382155,382295,382360,382506,382607,382721,382873,382997,383101,383212,383292,383387,383505,383645,383758,383903,384026,384094,384181,384287,384392,384458,384531,384622,384692,384778,384934,385078,385264,385423,385557,385660,385780,385926,386082,386258,386410,386562,386701,386873,387028,387156,387299,387449,387555,387627,387744,387922,388068,388191,388313,388424,388502,388572,388700,388822,388928,389025,389124,389185,389260,389363,389505,389661,389817,389935,390038
211,"US",20153407,20318085,20614548,20817609,21000263,21231487,21487814,21776472,22079480,22338581,22551280,22763308,22981721,23211213,23449840,23696118,23904210,24080564,24221315,24386731,24572027,24764028,24953381,25127612,25265206,25408108,25552460,25707757,25874333,26041097,26185812,26300968,26430576,26544805,26667875,26791814,26923109,27033851,27125342,27211264,27305453,27401321,27507454,27607264,27695855,27762171,27816631,27875792,27945834,28017130,28095265,28168390,28226147,28281294,28353211,28428219,28506209,28583890,28649627,28701621,28757042,28814006,28881157,28949409,29016334,29075178,29117203,29161857,29217819,29275991,29338766,29400372,29453931,29492629,29547870,29602187,29661581,29721933,29783930,29840560,29875168,29925277,29978671,30065443,30133300,30210764,30274592,30318223,30386552,30447766,30514599,30593758,30664664,30728418,30764589,30839424,30900319,30975322,31055433,31139621,31208269,31254338,31322579,31400634,31476253,31550222,31630453,31683798,31726371,31793519,31854271,31918063,31984543,32047626,32101263,32134243,32180714,32231164,32286420,32344919,32403009,32449242,32478988,32528524,32568609,32613835,32661613,32709226,32743468,32765338,32801148,32834742,32870655,32909594,32951204,32980549,32997775,33026147,33053568,33082846,33113019,33141186,33161623,33174939,33199936,33222570,33246937,33274280,33296016,33308485,33315411,33321318,33343437,33360362,33379553,33396464,33410799,33416473,33431582,33444414,33463318,33477742,33502472,33511160,33516317,33528681,33539511,33552066,33562687,33583888,33592377,33596833,33608506,33619231,33632232,33646009,33670274,33678918,33683169,33697745,33704435,33720689,33735128,33764550,33769176,33772933,33781561,33804602,33827555,33846677,33894307,33902606,33913402,33947050,33973284,34006026,34036009,34113900,34125618,34144863,34195943,34237704,34288095,34342829,34463216,34488230,34512344,34599299,34667713,34736801,34816325,35005461,35037755,35079208,35199930,35302681,35399526,35510190,35765271,35814019,35840582,36021800,36142769,36298808,36440784,36670536,36719435,36761162,36981227,37133358,37291996,37449067,37694690,37760624,37796595,38034614,38191306,38361002,38545443,38788454,38849067,38891187,39151147,39321999,39523951,39699776,39934624,39999068,40039356,40114538,40391566,40573789,40733593,40961390,41025645,41061504,41322259,41467287,41638554,41793484,42001556,42058315,42094648,42296425,42417661,42550081,42675919,42853371,42900903,42931861,43116877,43226482,43349749,43460343,43618627,43657833,43683048,43852255,43947489,44058827,44158910,44290052,44317553,44339747
212,"Uzbekistan",77060,77182,77182,77258,77258,77295,77350,77412,77485,77530,77572,77611,77663,77716,77777,77904,77968,77968,78036,78091,78163,78219,78272,78317,78375,78429,78471,78510,78556,78602,78711,78711,78755,78801,78859,78916,78989,79045,79098,79162,79204,79237,79303,79340,79381,79416,79442,79461,79497,79548,79598,79632,79654,79681,79717,79749,79773,79804,79836,79926,79926,79961,80035,80035,80081,80125,80176,80219,80247,80268,80392,80392,80481,80567,80678,80743,80858,80971,81095,81339,81339,81446,81678,81678,81816,81960,82146,82340,82536,82682,82869,83050,83239,83435,83623,83802,83935,84127,84322,84529,84724,84922,85114,85291,85503,85730,86022,86338,86680,86982,87225,87551,87935,88280,88679,89027,89355,89630,90008,90406,90808,91250,91643,92006,92320,92724,93176,93597,93978,94397,94759,95072,95467,95826,96117,96368,96670,96893,97068,97280,97543,97856,98164,98451,98657,98849,99064,99344,99580,99844,100124,100335,100495,100726,100997,101198,101436,101722,101964,102163,102362,102605,102892,103206,103510,103813,104113,104463,104834,105219,105610,106025,106452,106847,107266,107708,108184,108730,109223,109692,110190,110677,111153,111648,112130,112597,113072,113568,114039,114529,115011,115478,115963,116421,116918,117409,117902,118380,118881,119388,119973,120631,121329,122048,122786,123559,124290,124995,125784,126627,127506,128403,129327,130216,131079,131978,132901,133852,134826,135738,136635,137491,138382,139285,140210,141158,142124,143041,143918,144764,145615,146459,147322,148203,149058,149876,150683,151517,152363,153204,154033,154844,155639,156394,157136,157872,158561,159209,159871,160511,161108,161768,162421,163108,163770,164364,164890,165421,166025,166644,167268,167858,168437,168938,169467,169989,170520,171080,171588,172090,172493,172899,173409,173895,174408,174879,175267,175715,176019,176477,176964,177383,177834,178259
213,"Venezuela",113558,113884,114083,114230,114407,114662,114908,115322,115667,116172,116610,116983,117299,117811,118415,118856,119306,119803,120444,121117,121691,122260,122795,123245,123709,124112,124525,124958,125364,125776,126323,126927,127346,127752,128315,128775,129231,129643,130116,130596,131096,131476,131828,132259,132743,133218,133577,133927,134319,134781,135114,135603,136068,136545,136986,137445,137871,138295,138739,139116,139545,139934,140383,140960,141356,141885,142338,142774,143321,143321,144277,144786,145379,145379,146488,147028,147577,148208,149145,150306,151123,151894,152508,153315,154165,154905,155663,156655,157943,159149,160497,161751,162730,164337,166123,167548,169074,170189,171373,172461,173786,174887,175812,176972,178094,179365,180609,181903,183190,184595,185736,186745,188063,189381,190523,191518,192498,193721,194959,196386,197683,198865,200067,200931,201807,202578,204057,205181,206549,207870,209162,210116,210948,211838,212998,212998,215301,216415,217603,218814,219864,221042,222052,223345,224819,226136,227407,228828,230147,231443,232800,234165,235567,236755,238013,239252,240714,242138,243621,245300,246764,247847,248820,250309,251686,252883,254116,255457,256862,258140,259413,260740,262038,263372,263372,265642,266952,268349,269635,269635,270654,272712,274024,275205,276395,277635,278665,279813,280980,281907,282940,283742,283742,285910,286990,288099,289362,290524,291716,292779,293866,293866,295746,296863,296863,298804,299822,300919,301979,302988,303797,304726,305766,306673,307570,308452,309218,309981,310960,312115,312115,312931,314480,314480,316449,317334,318185,319094,319955,319955,320922,322757,322757,324642,324642,326522,327450,328550,329736,329736,332172,333125,334343,334343,335233,337359,337359,338300,339255,340187,342148,342148,344297,345560,346755,346755,347647,348873,349731,350795,353401,353401,354239,356262,356262,358462,358462,359633,362040,362040,363300,366150,367672,368968,368968,370368,373332,373332,376311,377833,379352,380856,382266,383376
214,"Vietnam",1465,1474,1482,1494,1497,1504,1505,1509,1512,1513,1514,1515,1520,1521,1531,1536,1537,1537,1539,1540,1544,1546,1548,1548,1548,1549,1551,1553,1651,1657,1767,1817,1850,1882,1948,1957,1976,1985,2001,2050,2064,2091,2140,2142,2195,2228,2269,2311,2329,2347,2362,2368,2383,2392,2403,2412,2421,2426,2432,2448,2448,2475,2482,2488,2494,2501,2512,2524,2526,2529,2533,2550,2553,2554,2557,2560,2567,2570,2571,2572,2572,2575,2575,2576,2579,2586,2586,2591,2594,2594,2603,2617,2620,2626,2631,2637,2648,2659,2668,2683,2692,2693,2705,2714,2733,2758,2772,2781,2785,2791,2800,2812,2824,2830,2833,2843,2852,2857,2865,2910,2928,2942,2962,2985,2995,3030,3090,3137,3245,3412,3489,3571,3658,3740,3816,4112,4212,4359,4512,4720,4809,4941,5119,5275,5404,5931,6086,6356,6396,6908,7107,7432,7625,7870,8063,8364,8580,8791,9027,9222,9635,9835,10048,10337,10630,10881,11304,11794,12150,12508,12978,13258,13530,13782,13989,14323,14537,15325,15740,16136,16507,17052,17727,18121,19310,20261,21312,22341,23385,24810,26608,28470,30478,32665,35409,38239,42288,46292,51002,55845,60180,65607,71144,78269,86957,94913,101173,106347,117121,123640,133405,141122,150060,157507,157507,174461,181756,189066,193381,205656,215560,224894,232937,241543,246568,255748,265464,275044,283696,293301,302101,312611,323268,336707,348059,358456,369267,381363,392938,410366,422469,435265,449489,462096,473530,486727,501649,511170,524307,536788,550996,563676,576096,589417,601349,613375,624547,635055,645640,656129,667650,677023,687063,695744,707436,718963,728435,736972,746678,756689,766051,770640,779398,790755,797712,803202,808578,813961,818324,822687,826837,831643,836134,839662
